"fit","se.fit","accel","times"
5.19773470168327,4.87563325192364,0,4.13013013013013
5.17288124541416,4.86032371426788,0,4.18618618618619
5.14837222978718,4.84753393475113,0,4.24224224224224
5.12421635543505,4.83710089183889,0,4.2982982982983
5.10042232299048,4.82885672871739,0,4.35435435435435
5.07699883308618,4.82262963623074,0,4.41041041041041
5.05395458635486,4.81824474254214,0,4.46646646646647
5.03129828342923,4.81552499708225,0,4.52252252252252
5.00903862494199,4.81429203797161,0,4.57857857857858
4.98718431152587,4.81436703393059,0,4.63463463463463
4.96574404381357,4.81557149362699,0,4.69069069069069
4.9447265224378,4.81772803737245,0,4.74674674674675
4.92414044803127,4.82066112799277,0,4.8028028028028
4.90399452122669,4.82419775950576,0,4.85885885885886
4.88429744265678,4.82816810390232,0,4.91491491491491
4.86505791295424,4.83240611781432,0,4.97097097097097
4.84628463275178,4.83675011215507,0,5.02702702702703
4.82798630268212,4.8410432889323,0,5.08308308308308
4.81017162337797,4.84513425036974,0,5.13913913913914
4.79284929547203,4.84887748624628,0,5.1951951951952
4.77602801959702,4.85213384599264,0,5.25125125125125
4.75971649638564,4.85477100259788,0,5.30730730730731
4.74392342647062,4.85666391579619,0,5.36336336336336
4.72865751048465,4.85769530235211,0,5.41941941941942
4.71392744906045,4.85775612156195,0,5.47547547547548
4.69974194283073,4.85674608435941,0,5.53153153153153
4.6861096924282,4.85457419467035,0,5.58758758758759
4.67304022323664,4.8511685338719,0,5.64364364364364
4.66054900277032,4.84653362675324,0,5.6996996996997
4.64865410299982,4.84071234669549,0,5.75575575575576
4.63737360697163,4.83375593366052,0,5.81181181181181
4.62672559773223,4.82572294225779,0,5.86786786786787
4.61672815832814,4.81667836650976,0,5.92392392392392
4.60739937180585,4.80669281091105,0,5.97997997997998
4.59875732121186,4.795841701697,0,6.03603603603604
4.59082008959266,4.7842045327955,0,6.09209209209209
4.58360575999477,4.77186414152567,0,6.14814814814815
4.57713241546465,4.75890600972118,0,6.2042042042042
4.57141813904884,4.74541758658877,0,6.26026026026026
4.56648101379381,4.73148763025918,0,6.31631631631632
4.56233912274606,4.71720556564627,0,6.37237237237237
4.5590105489521,4.70266085689505,0,6.42842842842843
4.55651337545842,4.68794239336849,0,6.48448448448448
4.55486568531153,4.67313788878943,0,6.54054054054054
4.5540855615579,4.65833329381178,0,6.5965965965966
4.55419108724406,4.64361222293675,0,6.65265265265265
4.55520034541649,4.62905539730438,0,6.70870870870871
4.55713141912169,4.61474010546787,0,6.76476476476476
4.56000239140616,4.60073968478623,0,6.82082082082082
4.5638313453164,4.58712302653523,0,6.87687687687688
4.56863636389891,4.57395410822694,0,6.93293293293293
4.57443553020017,4.56129155692901,0,6.98898898898899
4.5812469272667,4.54918824757774,0,7.04504504504505
4.589088638145,4.53769094037285,0,7.1011011011011
4.59797874588154,4.52683996132132,0,7.15715715715716
4.60793533352285,4.51666892986012,0,7.21321321321321
4.61897648411541,4.50720453723335,0,7.26926926926927
4.63112028070571,4.49846637893572,0,7.32532532532533
4.64438480634028,4.49046684406949,0,7.38138138138138
4.65878814406558,4.48321106391306,0,7.43743743743744
4.67434837692813,4.47669692138259,0,7.49349349349349
4.69108358797442,4.47091512240748,0,7.54954954954955
4.70901186025096,4.4658493295582,0,7.60560560560561
4.72815127680424,4.46147635758879,0,7.66166166166166
4.74851992068075,4.45776642990979,0,7.71771771771772
4.770135874927,4.45468349441594,0,7.77377377377377
4.79301722258948,4.45218559657948,0,7.82982982982983
4.81718204671469,4.45022530730161,0,7.88588588588589
4.84264843034913,4.44875020270893,0,7.94194194194194
4.8694344565393,4.44770339289714,0,7.997997997998
4.8975582083317,4.44702409656817,0,8.05405405405405
4.92703776877282,4.44664825857993,0,8.11011011011011
4.95789122090916,4.44650920762709,0,8.16616616616617
4.99013664778722,4.4465383515889,0,8.22222222222222
5.02379213245349,4.44666590850687,0,8.27827827827828
5.05887575795448,4.44682167167612,0,8.33433433433433
5.09540560733668,4.44693580793517,0,8.39039039039039
5.1333997636466,4.44693968890215,0,8.44644644644645
5.17287630993073,4.44676675561247,0,8.5025025025025
5.21385332923556,4.44635341774481,0,8.55855855855856
5.25634890460759,4.44563998935775,0,8.61461461461461
5.30038111909333,4.44457166377718,0,8.67067067067067
5.34596805573927,4.44309953095045,0,8.72672672672673
5.39312779759191,4.44118164119035,0,8.78278278278278
5.44187842769774,4.43878411973923,0,8.83883883883884
5.49222628229541,4.43588973837717,0,8.89489489489489
5.54408102149213,4.43255164962228,0,8.95095095095095
5.5973047915745,4.42886006564627,0,9.00700700700701
5.65175940893123,4.42491079839114,0,9.06306306306306
5.70730668995111,4.4208037885384,0,9.11911911911912
5.76380845102285,4.41664187824287,0,9.17517517517518
5.82112650853521,4.41252961424142,0,9.23123123123123
5.87912267887693,4.40857207905587,0,9.28728728728729
5.93765877843675,4.40487374952966,0,9.34334334334334
5.99659662360343,4.40153738345347,0,9.3993993993994
6.05579803076569,4.39866293650566,0,9.45545545545546
6.11512481631229,4.39634651311649,0,9.51151151151151
6.17443879663198,4.39467935611705,0,9.56756756756757
6.2336017881135,4.39374688110829,0,9.62362362362362
6.29247560714558,4.39362776234,0,9.67967967967968
6.35092207011699,4.39439307748414,0,9.73573573573574
6.40880299341644,4.39610551898873,0,9.79179179179179
6.46598019343272,4.39881867968519,0,9.84784784784785
6.52231548655453,4.40257641998225,0,9.9039039039039
6.57767068917064,4.40741232331648,0,9.95995995995996
6.63190761766979,4.41334924556299,0,10.016016016016
6.68488808844072,4.42039896287156,0,10.0720720720721
6.73647391787217,4.42856192093402,0,10.1281281281281
6.78652692235291,4.4378270870652,0,10.1841841841842
6.83490891827165,4.44817190476366,0,10.2402402402402
6.88148172201716,4.45956234868029,0,10.2962962962963
6.92610714997816,4.4719530762387,0,10.3523523523524
6.96864701854343,4.48528767058851,0,10.4084084084084
7.00896314410168,4.49949896819426,0,10.4644644644645
7.04691734304167,4.51450946321734,0,10.5205205205205
7.08237143175214,4.5302317799731,0,10.5765765765766
7.11518722662184,4.54656920416094,0,10.6326326326326
7.14522654403951,4.5634162632778,0,10.6886886886887
7.1723512003939,4.58065934662826,0,10.7447447447447
7.19642301207375,4.59817735561587,0,10.8008008008008
7.2173037954678,4.61584237551309,0,10.8568568568569
7.23485536696481,4.63352036062363,0,10.9129129129129
7.2489395429535,4.65107182563187,0,10.968968968969
7.25941813982264,4.66835253693923,0,11.025025025025
7.26615297396095,4.68521419887681,0,11.0810810810811
7.26900586175718,4.70150513082293,0,11.1371371371371
7.26783861960011,4.71707093241231,0,11.1931931931932
7.26251306387843,4.73175513517704,0,11.2492492492492
7.25289101098092,4.74539984009089,0,11.3053053053053
7.23883427729632,4.7578463415867,0,11.3613613613614
7.22020467921336,4.76893573967979,0,11.4174174174174
7.19686403312081,4.77850954285919,0,11.4734734734735
7.16867415540737,4.78641026541415,0,11.5295295295295
7.13549686246183,4.79248202385897,0,11.5855855855856
7.09719397067292,4.79657113812549,0,11.6416416416416
7.05362729642937,4.79852674423424,0,11.6976976976977
7.00465865611994,4.79820142626255,0,11.7537537537538
6.95014986613338,4.79545187663572,0,11.8098098098098
6.88996274285842,4.79013959511667,0,11.8658658658659
6.82395910268381,4.78213163840754,0,11.9219219219219
6.75200076199828,4.77130143405633,0,11.977977977978
6.6739495371906,4.75752967444665,0,12.034034034034
6.5896672446495,4.74070530910789,0,12.0900900900901
6.49901696703212,4.72074021395489,0,12.1461461461461
6.40187374398465,4.69768465524731,0,12.2022022022022
6.29811919225354,4.67166955312746,0,12.2582582582583
6.18763499682904,4.64283595657097,0,12.3143143143143
6.07030284270136,4.61133352702721,0,12.3703703703704
5.94600441486069,4.57731983567923,0,12.4264264264264
5.81462139829726,4.54095972871336,0,12.4824824824825
5.67603547800128,4.50242474695848,0,12.5385385385385
5.53012833896295,4.46189258712729,0,12.5945945945946
5.3767816661725,4.41954659253896,0,12.6506506506507
5.21587714462015,4.37557526165634,0,12.7067067067067
5.04729645929608,4.33017176306646,0,12.7627627627628
4.87092129519052,4.28353344570625,0,12.8188188188188
4.68663333729369,4.23586133323054,0,12.8748748748749
4.4943142705958,4.18735959148201,0,12.9309309309309
4.29384578008705,4.13823495811148,0,12.986986986987
4.08510955075766,4.08869612357422,0,13.043043043043
3.86798726759786,4.03895305306912,0,13.0990990990991
3.64236061559783,3.98921623957514,0,13.1551551551552
3.40811127974781,3.93969587906406,0,13.2112112112112
3.165120945038,3.8906009603246,0,13.2672672672673
2.9132712964586,3.84213826371501,0,13.3233233233233
2.65244401899985,3.79451126565204,0,13.3793793793794
2.38252079765195,3.74791894881153,0,13.4354354354354
2.10338331740511,3.70255452189094,0,13.4914914914915
1.81491326324954,3.65860405735574,0,13.5475475475475
1.51699232017546,3.61624506078626,0,13.6036036036036
1.20950217317308,3.57564499111132,0,13.6596596596597
0.892324507232619,3.53695975693193,0,13.7157157157157
0.565341007344274,3.5003322199896,0,13.7717717717718
0.228433358498261,3.46589074223089,0,13.8278278278278
-0.1185167543152,3.43374781742426,0,13.8838838838839
-0.475627646105887,3.403998831435,0,13.9399399399399
-0.843017631883608,3.37672099662818,0,13.995995995996
-1.22080502665813,3.35197250509522,0,14.0520520520521
-1.60910814543927,3.32979194226967,0,14.1081081081081
-2.00804530323679,3.31019799697731,0,14.1641641641642
-2.41773481506048,3.29318949622965,0,14.2202202202202
-2.83829499592013,3.2787457835104,0,14.2762762762763
-3.26984416082554,3.26682744850611,0,14.3323323323323
-3.71250062478649,3.25737740491877,0,14.3883883883884
-4.16638270281275,3.25032230196264,0,14.4444444444444
-4.63160870991413,3.24557424515998,0,14.5005005005005
-5.1082969611004,3.24303279378088,0,14.5565565565566
-5.59656577138136,3.24258719621497,0,14.6126126126126
-6.09653345576682,3.24411882099442,0,14.6686686686687
-6.60831832926651,3.24750374014852,0,14.7247247247247
-7.13203870689026,3.25261542288204,0,14.7807807807808
-7.66781290364784,3.25932750086743,0,14.8368368368368
-8.21575923454907,3.26751657123226,0,14.8928928928929
-8.77599601460368,3.2770650090425,0,14.9489489489489
-9.3486415588215,3.28786376714856,0,15.005005005005
-9.9338141822123,3.29981514712235,0,15.0610610610611
-10.5316321997859,3.31283553018144,0,15.1171171171171
-11.142213926552,3.3268580610574,0,15.1731731731732
-11.7656776775205,3.34183528039497,0,15.2292292292292
-12.4021417677011,3.35774170221809,0,15.2852852852853
-13.0517245121037,3.37457633209623,0,15.3413413413413
-13.7145252519215,3.39237183619612,0,15.3973973973974
-14.3904366446567,3.41125922136263,0,15.4534534534535
-15.0792243144414,3.43142684752991,0,15.5095095095095
-15.7806520344802,3.45306843958382,0,15.5655655655656
-16.4944835779775,3.47637795482777,0,15.6216216216216
-17.2204827181378,3.50154534719894,0,15.6776776776777
-17.9584132281656,3.52875258309115,0,15.7337337337337
-18.7080388812654,3.55816994952799,0,15.7897897897898
-19.4691234506417,3.58995269938393,0,15.8458458458458
-20.2414307094989,3.62423807864801,0,15.9019019019019
-21.0247244310415,3.66114277717093,0,15.957957957958
-21.8187683884742,3.70076083708446,0,16.014014014014
-22.6233263550011,3.74316204263381,0,16.0700700700701
-23.438162103827,3.78839080232533,0,16.1261261261261
-24.2630394081563,3.83646552009024,0,16.1821821821822
-25.0977220411935,3.88737843773477,0,16.2382382382382
-25.9419737761431,3.94109591740151,0,16.2942942942943
-26.7955583862094,3.99755912107921,0,16.3503503503504
-27.6582396445972,4.05668503510836,0,16.4064064064064
-28.5297813245107,4.11836778158102,0,16.4624624624625
-29.4099471991546,4.18248015566452,0,16.5185185185185
-30.2985010417333,4.24887532804337,0,16.5745745745746
-31.1952066254513,4.317388654499,0,16.6306306306306
-32.099827723513,4.38783953960472,0,16.6866866866867
-33.012128109123,4.46003330799888,0,16.7427427427427
-33.9318715554858,4.53376304410157,0,16.7987987987988
-34.8588218358058,4.60881136889813,0,16.8548548548549
-35.7927427232875,4.68495213005521,0,16.9109109109109
-36.7333979911353,4.76195198879742,0,16.966966966967
-37.680551412554,4.83957189340492,0,17.023023023023
-38.6339667607478,4.91756843474801,0,17.0790790790791
-39.5934078089213,4.99569508389865,0,17.1351351351351
-40.5586383302789,5.07370331556321,0,17.1911911911912
-41.5294220980251,5.15134362393219,0,17.2472472472472
-42.5055228853646,5.22836643963652,0,17.3033033033033
-43.4867044655016,5.30452295795158,0,17.3593593593594
-44.4727306116408,5.37956588931842,0,17.4154154154154
-45.4633650969865,5.45325014377307,0,17.4714714714715
-46.4583716947432,5.52533346109768,0,17.5275275275275
-47.4575141781157,5.59557699852604,0,17.5835835835836
-48.4605563203081,5.66374588773543,0,17.6396396396396
-49.4672618945251,5.72960977270633,0,17.6956956956957
-50.4773946739711,5.79294333988937,0,17.7517517517518
-51.4907184318506,5.85352685203591,0,17.8078078078078
-52.5069969413681,5.91114669706306,0,17.8638638638639
-53.5259939757281,5.96559596347243,0,17.9199199199199
-54.5474733081352,6.0166750541535,0,17.975975975976
-55.5711987117936,6.06419235090464,0,18.032032032032
-56.596933959908,6.10796494272458,0,18.0880880880881
-57.6244428256828,6.14781943188933,0,18.1441441441441
-58.6534890823226,6.18359283306192,0,18.2002002002002
-59.6838365030318,6.21513358221253,0,18.2562562562563
-60.7152488610148,6.24230267398324,0,18.3123123123123
-61.7474899294763,6.26497494834608,0,18.3683683683684
-62.7803234816206,6.2830405500022,0,18.4244244244244
-63.8135132906523,6.29640658698162,0,18.4804804804805
-64.8468231297759,6.30499901834263,0,18.5365365365365
-65.8800167721957,6.30876480474215,0,18.5925925925926
-66.9128379237113,6.30768972802398,0,18.6486486486486
-67.94477644636,6.30197719343815,0,18.7047047047047
-68.9751481091931,6.29197885070895,0,18.7607607607608
-70.0032652785802,6.27805996690283,0,18.8168168168168
-71.0284403208905,6.26059562952166,0,18.8728728728729
-72.0499856024938,6.23996958586202,0,18.9289289289289
-73.0672134897592,6.21657305132921,0,18.984984984985
-74.0794363490565,6.19080345511195,0,19.041041041041
-75.0859665467551,6.16306309396934,0,19.0970970970971
-76.0861164492242,6.13375766737547,0,19.1531531531532
-77.0791984228337,6.1032946701653,0,19.2092092092092
-78.0645248339527,6.07208162237176,0,19.2652652652653
-79.0414080489509,6.04052412035875,0,19.3213213213213
-80.0091604341978,6.00902369882632,0,19.3773773773774
-80.9670943560625,5.97797549992105,0,19.4334334334334
-81.9145221809149,5.94776575358021,0,19.4894894894895
-82.8507562751244,5.91876908231946,0,19.5455455455455
-83.7751090050602,5.89134565375815,0,19.6016016016016
-84.6868927370921,5.86583821493679,0,19.6576576576577
-85.5854198375893,5.84256905343261,0,19.7137137137137
-86.4700026729215,5.82183694079327,0,19.7697697697698
-87.339953609458,5.80391412313988,0,19.8258258258258
-88.1945850135684,5.78904343112986,0,19.8818818818819
-89.033209251622,5.77743558602004,0,19.9379379379379
-89.8551386899885,5.76926677963368,0,19.993993993994
-90.6596856950372,5.76467660311053,0,20.0500500500501
-91.4461626331376,5.76376639219027,0,20.1061061061061
-92.2138818706592,5.76659804557281,0,20.1621621621622
-92.9621557739715,5.7731933581151,0,20.2182182182182
-93.6902967094439,5.7835338931086,0,20.2742742742743
-94.3976170434459,5.79756139876266,0,20.3303303303303
-95.0834291423471,5.81517875458951,0,20.3863863863864
-95.7470453725167,5.83625141497283,0,20.4424424424424
-96.3877781003244,5.86060930102163,0,20.4984984984985
-97.0049396921395,5.88804907884761,0,20.5545545545546
-97.5978425143317,5.91833675332058,0,20.6106106106106
-98.1657989332703,5.95121050144878,0,20.6666666666667
-98.7081213153248,5.98638366873541,0,20.7227227227227
-99.2241220268647,6.02354785480195,0,20.7787787787788
-99.7131134342594,6.06237602062944,0,20.8348348348348
-100.174407903878,6.10252555819511,0,20.8908908908909
-100.607317802091,6.1436412732663,0,20.9469469469469
-101.011155495267,6.18535824288304,0,21.003003003003
-101.385233349776,6.22730451993274,0,21.0590590590591
-101.728863731987,6.26910366764796,0,21.1151151151151
-102.04135900827,6.31037711644385,0,21.1711711711712
-102.322031544994,6.35074634400667,0,21.2272272272272
-102.570193708528,6.389834886839,0,21.2832832832833
-102.785157865243,6.42727019755936,0,21.3393393393393
-102.966236381507,6.46268536723539,0,21.3953953953954
-103.11274162369,6.49572073605,0,21.4514514514515
-103.223985958162,6.52602541885152,0,21.5075075075075
-103.299281751292,6.55325877483528,0,21.5635635635636
-103.337941369449,6.57709185296662,0,21.6196196196196
-103.339277179003,6.59720884700797,0,21.6756756756757
-103.302601546323,6.61330859637127,0,21.7317317317317
-103.227226837779,6.62510617169422,0,21.7877877877878
-103.112465419741,6.63233458723992,0,21.8438438438438
-102.95767579306,6.63476025826064,0,21.8998998998999
-102.762899570583,6.63237249743797,0,21.955955955956
-102.528700569592,6.62533700114312,0,22.012012012012
-102.255655830763,6.6138442111862,0,22.0680680680681
-101.944342394771,6.59810312715298,0,22.1241241241241
-101.595337302295,6.57833924738867,0,22.1801801801802
-101.209217594009,6.55479270877107,0,22.2362362362362
-100.78656031059,6.52771658508482,0,22.2922922922923
-100.327942492715,6.4973753080936,0,22.3483483483483
-99.8339411810592,6.46404317905529,0,22.4044044044044
-99.3051334162993,6.4280029415613,0,22.4604604604605
-98.7420962391116,6.38954438932974,0,22.5165165165165
-98.1454066901724,6.34896298506732,0,22.5725725725726
-97.5156418101577,6.3065584688585,0,22.6286286286286
-96.8533786397442,6.26263343686213,0,22.6846846846847
-96.1591942196078,6.21749187351202,0,22.7407407407407
-95.433665590425,6.17143762303944,0,22.7967967967968
-94.6773697928721,6.12477278906156,0,22.8528528528529
-93.8908838676252,6.07779605429765,0,22.9089089089089
-93.0747848553608,6.03080091624781,0,22.964964964965
-92.2296497967549,5.98407383893103,0,23.021021021021
-91.356055732484,5.93789232552841,0,23.0770770770771
-90.4545797032243,5.8925229219609,0,23.1331331331331
-89.5257987496521,5.84821916694536,0,23.1891891891892
-88.5702899124436,5.80521950975413,0,23.2452452452452
-87.5886302322751,5.76374522252776,0,23.3013013013013
-86.5813967498229,5.72399833928216,0,23.3573573573574
-85.5491665057635,5.68615965839122,0,23.4134134134134
-84.4925165407727,5.65038684897376,0,23.4694694694695
-83.4120238955272,5.61681270393656,0,23.5255255255255
-82.308265610703,5.58554358312522,0,23.5815815815816
-81.1818187269765,5.5566580888896,0,23.6376376376376
-80.033260285024,5.53020601326091,0,23.6936936936937
-78.8631673255217,5.50620759087738,0,23.7497497497497
-77.672116889146,5.48465308494254,0,23.8058058058058
-76.460686016573,5.46550272516307,0,23.8618618618619
-75.2294517484791,5.44868700722654,0,23.9179179179179
-73.9789911255406,5.43410735348026,0,23.973973973974
-72.7098811884337,5.42163712465026,0,24.03003003003
-71.4226989778346,5.41112296328727,0,24.0860860860861
-70.1180215344198,5.4023864416867,0,24.1421421421421
-68.7964258988653,5.39522598075127,0,24.1981981981982
-67.4584891118477,5.38941900196485,0,24.2542542542543
-66.104788214043,5.3847242724967,0,24.3103103103103
-64.7359002461276,5.38088440347761,0,24.3663663663664
-63.3524022487778,5.37762846357308,0,24.4224224224224
-61.9548712626697,5.37467467390478,0,24.4784784784785
-60.5438843284798,5.37173315584892,0,24.5345345345345
-59.1200184868843,5.36850870994485,0,24.5905905905906
-57.6838507785594,5.36470361175395,0,24.6466466466466
-56.2359582441815,5.36002041872471,0,24.7027027027027
-54.7769179244267,5.35416479070614,0,24.7587587587588
-53.3073068599716,5.3468483355378,0,24.8148148148148
-51.827702091492,5.33779150003338,0,24.8708708708709
-50.3386806596646,5.32672653564561,0,24.9269269269269
-48.8408196051655,5.31340057719337,0,24.982982982983
-47.334695968671,5.29757888234563,0,25.039039039039
-45.8208867908574,5.27904828921895,0,25.0950950950951
-44.2999680369709,5.25763021875701,0,25.1511511511512
-42.7724968520531,5.2333378318015,0,25.2072072072072
-41.2390143572116,5.20635534879755,0,25.2632632632633
-39.7000611619167,5.17690310919465,0,25.3193193193193
-38.1561778756397,5.14523055748472,0,25.3753753753754
-36.607905107851,5.11161380303439,0,25.4314314314314
-35.0557834680217,5.07635330174084,0,25.4874874874875
-33.5003535656226,5.03977159608299,0,25.5435435435435
-31.9421560101243,5.00221105073226,0,25.5995995995996
-30.3817314109979,4.96403152191909,0,25.6556556556557
-28.8196203777142,4.92560790060802,0,25.7117117117117
-27.2563635197438,4.88732747270622,0,25.7677677677678
-25.6925014465577,4.84958704458844,0,25.8238238238238
-24.1285747676267,4.81278978977505,0,25.8798798798799
-22.5651240924216,4.77734178323384,0,25.9359359359359
-21.0026900304133,4.74364820396551,0,25.991991991992
-19.4418131910725,4.71210920453476,0,26.048048048048
-17.8830341838701,4.68311546793792,0,26.1041041041041
-16.3268936182769,4.65704349710943,0,26.1601601601602
-14.7739321037637,4.634250709358,0,26.2162162162162
-13.2246902498014,4.61507043538973,0,26.2722722722723
-11.6797086658607,4.59980694807248,0,26.3283283283283
-10.1395279614127,4.58873066709252,0,26.3843843843844
-8.60468874592782,4.58207369941901,0,26.4404404404404
-7.07573162887713,4.58002587957034,0,26.4964964964965
-5.55319721973152,4.58273146632164,0,26.5525525525526
-4.03762612796161,4.59028663305322,0,26.6086086086086
-2.52955896303842,4.60273785812509,0,26.6646646646647
-1.02953633443257,4.62008128160068,0,26.7207207207207
0.461901148384982,4.64226304868864,0,26.7767767767768
1.94421287594335,4.66918061258689,0,26.8328328328328
3.4168582387719,4.70068492438177,0,26.8888888888889
4.87929662739961,4.73658339926071,0,26.9449449449449
6.33098743235584,4.77664351958146,0,27.001001001001
7.77139004416969,4.82059691805134,0,27.0570570570571
9.19996385337021,4.8681437787483,0,27.1131131131131
10.6161682504868,4.91895739902293,0,27.1691691691692
12.0194626260484,4.97268876954362,0,27.2252252252252
13.4093063705844,5.02897105039906,0,27.2812812812813
14.785158874624,5.08742384559976,0,27.3373373373373
16.146479528696,5.14765720405018,0,27.3933933933934
17.4927277233301,5.20927530003885,0,27.4494494494494
18.823362849055,5.27187976900491,0,27.5055055055055
20.1378442964002,5.33507269383729,0,27.5615615615616
21.4356314558948,5.39845925281167,0,27.6176176176176
22.7161837180678,5.46165005244704,0,27.6736736736737
23.9789604734487,5.52426317733982,0,27.7297297297297
25.2234211125664,5.58592599486773,0,27.7857857857858
26.4490250259501,5.64627675609649,0,27.8418418418418
27.6552316041292,5.70496603583435,0,27.8978978978979
28.8415002376326,5.76165805509907,0,27.953953953954
30.0072903169897,5.81603192876098,0,28.01001001001
31.1520612327295,5.86778288020517,0,28.0660660660661
32.2752723753812,5.91662346383766,0,28.1221221221221
33.3763831354741,5.96228483539554,0,28.1781781781782
34.4548529035373,6.0045181094966,0,28.2342342342342
35.5101410701,6.04309584381025,0,28.2902902902903
36.5417070256913,6.07781368973254,0,28.3463463463463
37.54902867095,6.10850016361453,0,28.4024024024024
38.5319712434152,6.13517540511267,0,28.4584584584585
39.4907671161884,6.15803925554413,0,28.5145145145145
40.4256631285786,6.17731678363156,0,28.5705705705706
41.3369061198947,6.19324953474713,0,28.6266266266266
42.2247429294459,6.20609321468234,0,28.6826826826827
43.0894203965412,6.2161155488963,0,28.7387387387387
43.9311853604894,6.22359427206251,0,28.7947947947948
44.7502846605999,6.22881520945424,0,28.8508508508509
45.5469651361815,6.23207041769735,0,28.9069069069069
46.3214736265433,6.23365635788488,0,28.962962962963
47.0740569709943,6.23387207917015,0,29.019019019019
47.8049620088435,6.23301739587848,0,29.0750750750751
48.5144355794001,6.23139104601514,0,29.1311311311311
49.2027245219729,6.22928882387146,0,29.1871871871872
49.8700756758711,6.22700168427947,0,29.2432432432432
50.5167358804037,6.22481382093186,0,29.2992992992993
51.1429519748796,6.22300072602175,0,29.3553553553554
51.748970798608,6.22182724317821,0,29.4114114114114
52.3350391908979,6.22154563015263,0,29.4674674674675
52.9014039910582,6.22239365179094,0,29.5235235235235
53.4483120383982,6.22459272732973,0,29.5795795795796
53.9760101722266,6.22834615879142,0,29.6356356356356
54.4847452318527,6.23383746904832,0,29.6916916916917
54.9747640565854,6.2412288788196,0,29.7477477477477
55.4463134857337,6.25065995135142,0,29.8038038038038
55.8996403586068,6.26224643175224,0,29.8598598598599
56.3349915145136,6.27607930493458,0,29.9159159159159
56.7526137927631,6.29222409194431,0,29.971971971972
57.1527540326644,6.31072039931293,0,30.028028028028
57.5356590735265,6.33158173018655,0,30.0840840840841
57.9015757546585,6.35479555966041,0,30.1401401401401
58.2507509153693,6.38032367030455,0,30.1961961961962
58.5834313949681,6.40810273763344,0,30.2522522522523
58.8998640327638,6.43804514956291,0,30.3083083083083
59.2002956680655,6.47004003897996,0,30.3643643643644
59.4849731401822,6.50395450463348,0,30.4204204204204
59.7541432884229,6.5396349927723,0,30.4764764764765
60.0080529520967,6.57690881037115,0,30.5325325325325
60.2469489705126,6.61558574037722,0,30.5885885885886
60.4710781829797,6.65545973010163,0,30.6446446446446
60.6806874288068,6.69631062553609,0,30.7007007007007
60.8760235473033,6.73790592682815,0,30.7567567567568
61.0573333777779,6.78000254321066,0,30.8128128128128
61.2248637595398,6.8223485291625,0,30.8688688688689
61.378861531898,6.86468478729734,0,30.9249249249249
61.5195735341615,6.90674672727701,0,30.980980980981
61.6472466056394,6.94826587379233,0,31.037037037037
61.7621275856406,6.98897142024776,0,31.0930930930931
61.8644633134743,7.02859172815575,0,31.1491491491491
61.9545006284494,7.06685577535445,0,31.2052052052052
62.032486369875,7.10349455899556,0,31.2612612612613
62.0986673770602,7.138242461818,0,31.3173173173173
62.1532904893138,7.17083859255836,0,31.3733733733734
62.1966025459451,7.20102811349291,0,31.4294294294294
62.2288503862629,7.22856357011427,0,31.4854854854855
62.2502808495764,7.25320623987793,0,31.5415415415415
62.2611407751946,7.27472751887677,0,31.5975975975976
62.2616757776031,7.29291529794811,0,31.6536536536537
62.2521003866919,7.30769631738217,0,31.7097097097097
62.2325963373505,7.31914649423051,0,31.7657657657658
